source	target	type
GAB2	IL3RA	physical-association
GAB2	IL5	physical-association
GAB2	IL5RA	physical-association
GAB2	JAK1	physical-association
GAB2	JAK2	physical-association
GAB2	JAK3	physical-association
GAB2	KIT	physical-association
GAB2	KITLG	physical-association
GAB2	LAT2	physical-association
GAB2	LCK	physical-association
GAB2	LYN	physical-association
GAB2	MS4A2	physical-association
GAB2	PDPK1	association
GAB2	PIK3CA	physical-association
GAB2	PIK3CB	physical-association
GAB2	PIK3CD	physical-association
GAB2	PIK3R1	physical-association
GAB2	PIK3R2	physical-association
GAB2	PIK3R5	association
GAB2	PTPN11	physical-association
GAB2	SHC1	physical-association
GAB2	SOS1	physical-association
GAB2	SRC	physical-association
GAB2	SYK	physical-association
GAB2	YES1	physical-association
GABBR1	IL8	physical-association
GABBR1	PIK3R5	association
GABBR2	IL8	physical-association
GABBR2	PIK3R5	association
GAL	IL8	association
GAL	PIK3R5	association
GALR1	IL8	physical-association
GALR1	PIK3R5	association
GALR2	IL8	physical-association
GALR2	PIK3R5	association
GALR3	IL8	physical-association
GALR3	PIK3R5	association
GAS2	XIAP	association
GAST	PIK3CA	association
GAST	PIK3R5	association
GATA1	ZFPM2	physical-association
GATA2	ZFPM2	physical-association
GATA3	ZFPM2	physical-association
GATA4	ZFPM2	physical-association
GATA5	ZFPM2	physical-association
GATA6	ZFPM2	physical-association
GBP1	STAT1	association
GBP2	IRF9	association
GBP2	STAT1	association
GCG	PIK3CA	association
GCG	PIK3R5	association
GCGR	PIK3CA	association
GCGR	PIK3R5	association
GCK	SLC2A1	association
GDI1	PIK3R2	association
GDI1	RALBP1	association
GDI1	RHOA	physical-association
GDI2	PIK3R2	association
GDI2	RALBP1	association
GDI2	RHOA	physical-association
GFAP	NCOR1	association
GGPS1	NFYB	association
GGPS1	SP1	association
GH1	IRS1	physical-association
GH1	IRS2	physical-association
GH1	LYN	physical-association
GH1	MAPK1	association
GH1	PTPN11	physical-association
GH1	RBX1	physical-association
GH1	SOCS1	physical-association
GH1	STAT1	physical-association
GH1	STAT3	physical-association
GH1	STAT5A	physical-association
GH2	IRS1	physical-association
GH2	IRS2	physical-association
GH2	LYN	physical-association
GH2	MAPK1	association
GH2	PTPN11	physical-association
GH2	RBX1	physical-association
GH2	SOCS1	physical-association
GH2	STAT1	physical-association
GH2	STAT3	physical-association
GH2	STAT5A	physical-association
GHR	IRS1	physical-association
GHR	IRS2	physical-association
GHR	LYN	physical-association
GHR	MAPK1	association
GHR	SOCS1	physical-association
GHR	STAT1	physical-association
GHR	STAT3	physical-association
GHR	STAT5A	physical-association
GHRH	PIK3R5	association
GHRHR	PIK3R5	association
GHRL	IGF1	association
GHRL	PIK3CA	association
GHRL	PIK3R5	association
GHSR	PIK3CA	association
GHSR	PIK3R5	association
GIP	PIK3R5	association
GIPR	PIK3R5	association
GIT1	RAC1	physical-association
GIT1	SRC	physical-association
GJA1	SRC	physical-association
GLI1	HHIP	association
GLI1	PTCH1	association
GLI1	WNT16	association
GLIPR1	NCOR1	association
GLIPR1	RXRA	association
GLIPR1	SIN3A	association
GLP1R	PIK3R5	association
GLP2R	PIK3R5	association
GLS2	MIR23A	association
GLS2	RAB3A	association
GLS2	SLC17A7	association
GLS2	SLC38A1	association
GLS2	SYT1	association
GLS2	VAMP2	association
GMIP	RHOA	physical-association
GMIP	SOS1	association
GMNN	PSMC1	association
GNA11	PIK3CA	physical-association
GNA11	PIK3R5	association
GNA11	PRKCA	association
GNA11	PRKCE	association
GNA11	SRC	association
GNA12	IL8	association
GNA12	PIK3R5	association
GNA12	RHOA	association
GNA12	SOS1	association
GNA13	IL8	association
GNA13	PIK3CA	association
GNA13	PIK3R5	association
GNA13	RAC1	physical-association
GNA13	RHOA	association
GNA13	SOS1	association
GNA14	PIK3CA	physical-association
GNA14	PIK3R5	association
GNA14	PRKCA	association
GNA14	PRKCE	association
GNA14	SRC	association
GNA15	PIK3CA	physical-association
GNA15	PIK3R5	association
GNA15	PRKCA	association
GNA15	PRKCE	association
GNA15	SRC	association
GNAI1	IL8	physical-association
GNAI1	PIK3R5	association
GNAI2	IL8	physical-association
GNAI2	PIK3R5	association
GNAI3	IL8	physical-association
GNAI3	PIK3R5	association
GNAQ	PIK3CA	physical-association
GNAQ	PIK3R5	association
GNAQ	PRKCA	association
GNAQ	PRKCE	association
GNAQ	SRC	association
GNAS	PIK3R5	association
GNAS	PRKACA	association
GNAT3	IL8	physical-association
GNAT3	PIK3R5	association
GNAZ	IL8	association
GNB1	IL8	physical-association
GNB1	PDPK1	association
GNB1	PIK3CA	association
GNB1	PIK3R5	physical-association
GNB1	PRKCA	association
GNB1	PRKCE	association
GNB1	RHOA	association
GNB1	SRC	association
GNB5	PRKCA	physical-association
GNG2	IL8	physical-association
GNG2	PDPK1	association
GNG2	PIK3CA	association
GNG2	PIK3R5	physical-association
GNG2	PRKCA	association
GNG2	PRKCE	association
GNG2	RHOA	association
GNG2	SRC	association
GNRH1	PIK3CA	association
GNRH1	PIK3R5	association
GNRH2	PIK3CA	association
GNRH2	PIK3R5	association
GNRHR	PIK3CA	association
GNRHR	PIK3R5	association
GNRHR2	PIK3CA	association
GNRHR2	PIK3R5	association
GP1BA	RAF1	association
GP1BA	SRC	association
GP1BB	RAF1	association
GP1BB	SRC	association
GP5	RAF1	association
GP5	SRC	association
GP6	LCK	association
GP6	LYN	physical-association
GP6	PIK3CA	association
GP6	PIK3R5	association
GP6	SYK	physical-association
GP9	RAF1	association
GP9	SRC	association
GPAM	NFYB	association
GPBAR1	PIK3R5	association
GPC1	RAC1	physical-association
GPC1	SOS1	physical-association
GPC5	SHH	physical-association
GPER1	IL8	physical-association
GPER1	PIK3R5	association
GPR132	PIK3CA	association
GPR132	PIK3R5	association
GPR17	IL8	physical-association
GPR17	PIK3CA	association
GPR17	PIK3R5	association
GPR18	IL8	physical-association
GPR18	PIK3R5	association
GPR4	PIK3CA	association
GPR4	PIK3R5	association
GPR55	IL8	physical-association
GPR55	PIK3R5	association
GPR65	PIK3CA	association
GPR65	PIK3R5	association
GPR68	PIK3CA	association
GPR68	PIK3R5	association
GPRC6A	PIK3CA	association
GPRC6A	PIK3R5	association
GPS2	HDAC3	physical-association
GPS2	HIST1H4A	physical-association
GPS2	NCOR1	physical-association
GPS2	NCOR2	physical-association
GPS2	TBL1X	physical-association
GPS2	TBL1XR1	physical-association
GRAP	KIT	physical-association
GRAP2	GRB2	physical-association
GRAP2	KIT	physical-association
GRAP2	LCK	physical-association
GRAP2	LYN	physical-association
GRAP2	MAP3K1	association
GRAP2	PLCG1	physical-association
GRAP2	RAC1	physical-association
GRAP2	SHC1	physical-association
GRAP2	SOS1	physical-association
GRAP2	SRC	association
GRAP2	SYK	physical-association
GRB10	IRS1	association
GRB10	IRS2	association
GRB10	KIT	physical-association
GRB10	SHC1	association
GRB2	HBEGF	physical-association
GRB2	HGS	physical-association
GRB2	HLA-E	physical-association
GRB2	HRAS	physical-association
GRB2	HSP90AA1	physical-association
GRB2	IGF1	association
GRB2	IGF1R	association
GRB2	IGF2	association
GRB2	IGHD	physical-association
GRB2	IGHE	physical-association
GRB2	IGHG1	association
GRB2	IGHG2	association
GRB2	IGHG3	association
GRB2	IGHG4	association
GRB2	IGHM	physical-association
GRB2	IGHV	physical-association
GRB2	IGHV1-46	physical-association
GRB2	IGHV3-23	physical-association
GRB2	IGHV7-81	physical-association
GRB2	IGKC	physical-association
GRB2	IGKV1-39	physical-association
GRB2	IGKV1-5	physical-association
GRB2	IGKV1D-16	physical-association
GRB2	IGKV2-30	physical-association
GRB2	IGKV3-11	physical-association
GRB2	IGKV3-15	physical-association
GRB2	IGKV3-20	physical-association
GRB2	IGKV3-7	physical-association
GRB2	IGKV4-1	physical-association
GRB2	IGKV5-2	physical-association
GRB2	IGKVA18	physical-association
GRB2	IGLC1	physical-association
GRB2	IGLC2	physical-association
GRB2	IGLC3	physical-association
GRB2	IGLC6	physical-association
GRB2	IGLC7	physical-association
GRB2	IGLV	physical-association
GRB2	IGLV1-36	physical-association
GRB2	IGLV1-40	physical-association
GRB2	IGLV1-44	physical-association
GRB2	IGLV1-51	physical-association
GRB2	IGLV10-54	physical-association
GRB2	IGLV11-55	physical-association
GRB2	IGLV2-11	physical-association
GRB2	IGLV2-18	physical-association
GRB2	IGLV2-23	physical-association
GRB2	IGLV2-33	physical-association
GRB2	IGLV3-12	physical-association
GRB2	IGLV3-16	physical-association
GRB2	IGLV3-22	physical-association
GRB2	IGLV3-25	physical-association
GRB2	IGLV3-27	physical-association
GRB2	IGLV4-3	physical-association
GRB2	IGLV4-60	physical-association
GRB2	IGLV4-69	physical-association
GRB2	IGLV5-37	physical-association
GRB2	IGLV5-45	physical-association
GRB2	IGLV7-43	physical-association
GRB2	IGLV7-46	physical-association
GRB2	IGLV8-61	physical-association
GRB2	IL2	physical-association
GRB2	IL2RA	physical-association
GRB2	IL2RB	physical-association
GRB2	IL2RG	physical-association
GRB2	IL3	physical-association
GRB2	IL3RA	physical-association
GRB2	IL5	physical-association
GRB2	IL5RA	physical-association
GRB2	INPP5D	association
GRB2	INPPL1	association
GRB2	INS	association
GRB2	INSR	association
GRB2	IRS1	physical-association
GRB2	IRS2	physical-association
GRB2	IRS4	association
GRB2	ITGA2B	physical-association
GRB2	ITGB3	physical-association
GRB2	ITK	physical-association
GRB2	ITPR1	association
GRB2	ITPR2	association
GRB2	ITPR3	association
GRB2	JAK1	physical-association
GRB2	JAK2	physical-association
GRB2	JAK3	physical-association
GRB2	KIT	physical-association
GRB2	KITLG	physical-association
GRB2	KL	physical-association
GRB2	KLB	physical-association
GRB2	KLRC2	physical-association
GRB2	KLRD1	physical-association
GRB2	KLRK1	physical-association
GRB2	KRAS	physical-association
GRB2	LAT	physical-association
GRB2	LAT2	physical-association
GRB2	LCK	physical-association
GRB2	LCP2	physical-association
GRB2	LYN	physical-association
GRB2	MAP3K1	association
GRB2	MAPK3	physical-association
GRB2	MET	association
GRB2	MIR10A	association
GRB2	MIR129-1	association
GRB2	MIR195	association
GRB2	MS4A2	physical-association
GRB2	MYH2	physical-association
GRB2	MYO10	physical-association
GRB2	MYO1C	physical-association
GRB2	NCAM1	physical-association
GRB2	NCK1	physical-association
GRB2	NCKAP1	association
GRB2	NGF	association
GRB2	NRAS	physical-association
GRB2	NRG1	physical-association
GRB2	NRG2	physical-association
GRB2	NRG4	physical-association
GRB2	NTRK1	association
GRB2	PAG1	physical-association
GRB2	PAK1	physical-association
GRB2	PAK2	physical-association
GRB2	PAK3	association
GRB2	PDGFA	physical-association
GRB2	PDGFB	physical-association
GRB2	PDGFRA	physical-association
GRB2	PDGFRB	physical-association
GRB2	PDPK1	association
GRB2	PIK3AP1	association
GRB2	PIK3CA	physical-association
GRB2	PIK3CB	physical-association
GRB2	PIK3CD	physical-association
GRB2	PIK3R1	physical-association
GRB2	PIK3R2	physical-association
GRB2	PLCG1	physical-association
GRB2	PLCG2	physical-association
GRB2	PPP2CA	physical-association
GRB2	PPP2CB	physical-association
GRB2	PPP2R1A	physical-association
GRB2	PRKCB	association
GRB2	PRKCQ	association
GRB2	PTK2	physical-association
GRB2	PTPN11	physical-association
GRB2	PTPN6	physical-association
GRB2	PTPRA	physical-association
GRB2	PXN	physical-association
GRB2	RAC1	physical-association
GRB2	RAF1	association
GRB2	RALGDS	association
GRB2	RAP1A	physical-association
GRB2	RAP1B	physical-association
GRB2	RASGRP1	association
GRB2	RASGRP3	association
GRB2	RPS27A	physical-association
GRB2	SH2B2	association
GRB2	SH3GL2	physical-association
GRB2	SH3KBP1	physical-association
GRB2	SHC1	physical-association
GRB2	SHC2	physical-association
GRB2	SHC3	physical-association
GRB2	SIRPA	physical-association
GRB2	SOS1	physical-association
GRB2	SPRY2	physical-association
GRB2	SPTA1	physical-association
GRB2	SPTAN1	physical-association
GRB2	SPTB	physical-association
GRB2	SPTBN1	physical-association
GRB2	SPTBN2	physical-association
GRB2	SPTBN4	physical-association
GRB2	SPTBN5	physical-association
GRB2	SRC	physical-association
GRB2	STAM	physical-association
GRB2	STAM2	physical-association
GRB2	SYK	physical-association
GRB2	TEC	physical-association
GRB2	TEK	physical-association
GRB2	THEM4	association
GRB2	TLN1	physical-association
GRB2	TNFRSF14	physical-association
GRB2	TREM2	physical-association
GRB2	TRIB3	association
GRB2	TYROBP	physical-association
GRB2	UBA52	physical-association
GRB2	UBB	physical-association
GRB2	UBC	physical-association
GRB2	VAV1	physical-association
GRB2	VAV2	physical-association
GRB2	VAV3	physical-association
GRB2	VWF	physical-association
GRB2	WAS	physical-association
GRB2	WASF2	association
GRB2	WASL	physical-association
GRB2	WIPF1	physical-association
GRB2	WIPF2	physical-association
GRB2	WIPF3	physical-association
GRB2	YES1	physical-association
GRB2	YWHAB	association
GRB7	KIT	physical-association
GRB7	PDGFA	physical-association
GRB7	PDGFB	physical-association
GRB7	PDGFRA	physical-association
GRB7	PDGFRB	physical-association
GRHL1	NCOR1	association
GRHL1	RXRA	association
GRHL1	SIN3A	association
GRIA1	GRIA3	physical-association
GRIA1	MDM2	physical-association
GRIA1	PRKCA	physical-association
GRIA2	GRIA3	physical-association
GRIA2	PRKCA	physical-association
GRIA3	GRIN1	physical-association
GRIA3	GRIN2A	physical-association
GRIA3	GRIN2B	physical-association
GRIA3	GRIN2C	physical-association
GRIA3	GRIN2D	physical-association
GRIA3	GRIP1	physical-association
GRIA3	GRIP2	physical-association
GRIA3	MDM2	physical-association
GRIA3	MYO6	physical-association
GRIA3	NEFL	physical-association
GRIA3	NSF	physical-association
GRIA3	PICK1	physical-association
GRIA3	PRKCA	physical-association
GRIA3	PRKCB	physical-association
GRIA3	PRKCG	physical-association
GRIA4	MDM2	physical-association
GRIA4	PRKCA	physical-association
GRIN1	HRAS	physical-association
GRIN1	LYN	physical-association
GRIN1	RAC1	physical-association
GRIN1	SRC	physical-association
GRIN2A	HRAS	physical-association
GRIN2B	HRAS	physical-association
GRIN2B	LYN	physical-association
GRIN2B	RAC1	physical-association
GRIN2B	SRC	physical-association
GRIN2C	HRAS	physical-association
GRIN2D	HRAS	physical-association
GRIP1	PRKCA	physical-association
GRIP2	PRKCA	physical-association
GRM1	PIK3CA	association
GRM1	PIK3R5	association
GRM2	IL8	physical-association
GRM2	PIK3R5	association
GRM3	IL8	physical-association
GRM3	PIK3R5	association
GRM4	IL8	physical-association
GRM4	PIK3R5	association
GRM5	PIK3CA	association
GRM5	PIK3R5	association
GRM6	IL8	physical-association
GRM6	PIK3R5	association
GRM7	IL8	physical-association
GRM7	PIK3R5	association
GRM8	IL8	physical-association
GRM8	PIK3R5	association
GRP	PIK3CA	association
GRP	PIK3R5	association
GRPR	PIK3CA	association
GRPR	PIK3R5	association
GSK3A	MTOR	association
GSK3A	PDPK1	association
GSK3B	HSF1	physical-association
GSK3B	LRP5	physical-association
GSK3B	LRP6	physical-association
GSK3B	MAPKAP1	association
GSK3B	MLST8	association
GSK3B	MTOR	association
GSK3B	NRP1	physical-association
GSK3B	PDPK1	association
GSK3B	PLXNA1	physical-association
GSK3B	PLXNA2	physical-association
GSK3B	PLXNA3	physical-association
GSK3B	PLXNA4	physical-association
GSK3B	PSMA1	association
GSK3B	PSMA2	association
GSK3B	PSMA3	association
GSK3B	PSMA4	association
GSK3B	PSMA5	association
GSK3B	PSMA6	association
GSK3B	PSMA7	association
GSK3B	PSMA8	association
GSK3B	PSMB1	association
GSK3B	PSMB10	association
GSK3B	PSMB11	association
GSK3B	PSMB2	association
GSK3B	PSMB3	association
GSK3B	PSMB4	association
GSK3B	PSMB5	association
GSK3B	PSMB6	association
GSK3B	PSMB7	association
GSK3B	PSMB8	association
GSK3B	PSMB9	association
GSK3B	PSMC1	association
GSK3B	PSMC2	association
GSK3B	PSMC3	association
GSK3B	PSMC4	association
GSK3B	PSMC5	association
GSK3B	PSMC6	association
GSK3B	PSMD1	association
GSK3B	PSMD10	association
GSK3B	PSMD11	association
GSK3B	PSMD12	association
GSK3B	PSMD13	association
GSK3B	PSMD14	association
GSK3B	PSMD2	association
GSK3B	PSMD3	association
GSK3B	PSMD4	association
GSK3B	PSMD5	association
GSK3B	PSMD6	association
GSK3B	PSMD7	association
GSK3B	PSMD8	association
GSK3B	PSMD9	association
GSK3B	PSME1	association
GSK3B	PSME2	association
GSK3B	PSME3	association
GSK3B	PSME4	association
GSK3B	PSMF1	association
GSK3B	RBX1	physical-association
GSK3B	RICTOR	association
GSK3B	RPS27A	physical-association
GSK3B	SEMA3A	physical-association
GSK3B	SKP1	physical-association
GSK3B	UBA52	physical-association
GSK3B	UBB	physical-association
GSK3B	UBC	physical-association
GSK3B	WNT1	physical-association
GSK3B	WNT3A	physical-association
GSK3B	WNT8A	physical-association
GSK3B	WNT8B	physical-association
GSK3B	YWHAE	association
GSN	HSPG2	physical-association
GSS	GSTP1	association
GSTP1	PRDX6	physical-association
GSTP1	SOD1	association
GTF2A1	GTF2B	physical-association
GTF2A1	GTF2E1	physical-association
GTF2A1	GTF2H1	physical-association
GTF2A2	GTF2B	physical-association
GTF2A2	GTF2E1	physical-association
GTF2A2	GTF2H1	physical-association
GTF2B	GTF2E1	physical-association
GTF2B	GTF2E2	physical-association
GTF2B	GTF2F1	physical-association
GTF2B	GTF2F2	physical-association
GTF2B	GTF2H1	physical-association
GTF2B	GTF2H2	physical-association
GTF2B	GTF2H3	physical-association
GTF2B	GTF2H4	physical-association
GTF2B	MNAT1	physical-association
GTF2B	POLR2A	physical-association
GTF2B	POLR2B	physical-association
GTF2B	POLR2C	physical-association
GTF2B	POLR2D	physical-association
GTF2B	POLR2E	physical-association
GTF2B	POLR2F	physical-association
GTF2B	POLR2G	physical-association
GTF2B	POLR2H	physical-association
GTF2B	POLR2I	physical-association
GTF2B	POLR2J	physical-association
GTF2B	POLR2K	physical-association
GTF2B	POLR2L	physical-association
GTF2B	TAF1	physical-association
